loan_id,age,gender,marital_status,dependents,education,employment_status,employment_years,annual_income,credit_score,previous_default,existing_loans_count,loan_purpose,loan_amount,loan_term_months,interest_rate,property_ownership,savings_balance,collateral_value,debt_to_income_ratio,loanapproval
LN100205,27,Male,Married,1,Bachelor's,Self-Employed,2.2,43256,618,0,0,Debt Consolidation,14700,84,7.16,Mortgage,483,0,0.049,0
LN100206,43,Male,Widowed,0,Associate,Self-Employed,12.1,36489,478,0,3,Business,23900,84,13.13,Rent,848,22433,0.333,0
LN100207,43,Female,Married,3,PhD,Employed,9.8,69845,586,0,2,Medical,13700,36,11.88,Own,2515,0,0.118,1
LN100208,43,Male,Married,0,High School,Self-Employed,2.9,36476,552,0,1,Home,49900,12,12.4,Mortgage,5671,51994,1.492,0
LN100209,75,Male,Married,0,High School,Unemployed,0.0,8000,503,1,0,Education,2900,60,15.99,Own,257,0,0.073,0
LN100210,44,Male,Divorced,1,Associate,Employed,14.9,15957,607,0,0,Home,27500,12,10.17,Rent,467,31784,1.5,0
LN100211,50,Male,Single,1,High School,Employed,15.3,49642,593,0,1,Personal,9600,48,11.41,Own,9529,0,0.069,0
LN100212,48,Male,Single,2,Bachelor's,Unemployed,0.0,8000,513,0,2,Personal,1000,360,11.59,Own,301,0,0.937,0
LN100213,45,Male,Single,1,High School,Employed,10.3,21790,574,0,2,Education,6400,60,12.12,Mortgage,1015,0,0.165,1
LN100214,34,Female,Single,0,Master's,Employed,3.5,55824,651,0,0,Auto,12900,36,10.49,Own,1965,14925,0.077,1
LN100215,46,Male,Single,3,High School,Self-Employed,8.6,25742,678,0,0,Education,9900,48,8.81,Own,697,0,0.096,1
LN100216,29,Female,Married,1,Bachelor's,Employed,3.9,38486,635,0,0,Personal,4600,12,10.03,Rent,5071,0,0.12,0
LN100217,35,Male,Married,1,High School,Self-Employed,5.9,17968,504,0,0,Home,20800,36,12.3,Rent,1134,20430,0.386,0
LN100218,32,Male,Single,0,High School,Employed,5.2,59098,533,0,4,Medical,3900,24,14.83,Mortgage,1398,0,0.183,1
LN100219,38,Male,Married,0,Bachelor's,Employed,3.4,52066,567,1,1,Auto,6700,60,13.45,Rent,4965,6925,0.065,1
LN100220,63,Female,Married,0,High School,Employed,5.3,24031,588,0,2,Personal,5000,360,11.74,Mortgage,4340,0,0.189,1
LN100221,18,Male,Married,2,High School,Retired,0.0,55824,606,1,1,Personal,5700,48,10.94,Rent,585,0,0.062,0
LN100222,45,Female,Single,3,High School,Employed,16.0,18387,584,0,2,Auto,4900,24,11.96,Own,625,4445,0.551,1
LN100223,20,Female,Divorced,1,High School,Self-Employed,0.2,31015,552,0,1,Personal,5300,84,13.33,Rent,1158,0,0.114,1
LN100224,32,Male,Single,2,Associate,Employed,6.1,31535,598,0,3,Business,32300,12,12.06,Mortgage,17039,31410,1.199,0
LN100225,49,Female,Single,1,Bachelor's,Retired,9.9,30109,541,0,1,Business,18800,180,13.1,Rent,3889,23070,0.156,0
LN100226,38,Male,Single,0,Master's,Employed,5.6,53661,616,0,1,Auto,19000,120,10.77,Rent,8967,20482,0.092,0
LN100227,26,Male,Married,0,Bachelor's,Employed,5.9,165825,646,0,1,Personal,20100,180,10.18,Rent,163267,0,0.026,1
LN100228,30,Female,Married,2,High School,Employed,3.1,28469,597,0,1,Personal,1800,180,11.14,Rent,1652,0,0.119,1
LN100229,45,Female,Single,0,Master's,Unemployed,0.0,13922,445,1,1,Home,14100,120,17.87,Own,644,13545,0.368,0
LN100230,29,Female,Single,1,High School,Self-Employed,9.5,15969,538,0,2,Auto,5700,84,12.34,Own,382,5649,0.505,1
LN100231,40,Female,Married,4,Bachelor's,Retired,4.2,18371,558,1,1,Home,11000,24,12.97,Rent,177,13900,0.42,0
LN100232,38,Female,Married,0,High School,Employed,14.8,33693,654,0,4,Home,44000,36,10.39,Own,1275,39609,0.946,0
LN100233,30,Female,Single,1,Master's,Self-Employed,3.4,39921,618,0,1,Home,73600,24,12.01,Rent,7753,76153,1.019,0
LN100234,61,Male,Divorced,1,PhD,Employed,16.8,84929,599,0,1,Personal,17100,36,9.93,Mortgage,9444,0,0.106,1
LN100235,44,Female,Widowed,0,Associate,Self-Employed,11.6,28446,625,0,1,Debt Consolidation,5100,12,8.44,Own,24764,0,0.24,1
LN100236,18,Female,Single,2,Bachelor's,Employed,0.0,23944,586,0,2,Home,32800,180,11.26,Mortgage,1953,40944,0.178,0
LN100237,40,Male,Married,0,Bachelor's,Self-Employed,11.0,15893,592,1,3,Auto,2500,48,13.46,Own,3315,3118,0.78,0
LN100238,30,Male,Single,2,High School,Retired,2.9,30565,524,0,3,Education,13900,180,12.84,Mortgage,2814,0,0.23,0
LN100239,47,Male,Married,1,Master's,Employed,14.5,41603,625,0,1,Home,67000,120,10.06,Own,858,72458,0.23,1
LN100240,29,Female,Married,2,Associate,Unemployed,0.0,8000,586,0,0,Personal,1700,24,9.28,Rent,1065,0,0.106,1
LN100241,36,Female,Single,0,Bachelor's,Self-Employed,12.1,64573,627,0,3,Home,132800,180,10.16,Mortgage,6411,148543,0.215,0
LN100242,43,Female,Married,0,Master's,Unemployed,0.0,8000,503,0,2,Business,6500,60,13.36,Rent,463,8404,0.816,0
LN100243,47,Male,Married,2,Master's,Self-Employed,4.3,117355,660,0,2,Home,112800,60,8.45,Mortgage,1873,104392,0.266,1
LN100244,24,Female,Single,0,Master's,Employed,0.9,55262,632,0,1,Home,43500,84,10.11,Rent,9654,41193,0.143,1
LN100245,34,Male,Single,0,Master's,Employed,12.9,94303,639,0,0,Home,183600,48,11.18,Own,405,229072,0.487,1
LN100246,32,Female,Single,0,High School,Unemployed,0.0,9266,581,0,2,Auto,2600,84,11.79,Rent,5440,3309,1.033,0
LN100247,30,Female,Married,0,Master's,Employed,6.0,70580,686,0,0,Auto,17200,120,8.91,Rent,8512,19922,0.024,1
LN100248,57,Female,Married,2,High School,Employed,21.3,20859,637,0,2,Medical,2700,12,7.77,Own,635,0,0.55,1
LN100249,42,Female,Married,2,Master's,Employed,7.7,25915,524,0,6,Personal,1500,60,10.55,Own,7727,0,0.473,0
LN100250,24,Female,Married,1,High School,Self-Employed,0.6,40214,563,0,0,Personal,8300,60,11.63,Rent,10361,0,0.041,1
LN100251,48,Male,Married,1,PhD,Self-Employed,14.7,25994,559,0,0,Personal,4300,12,13.81,Own,1600,0,0.165,1
LN100252,61,Male,Married,1,Master's,Self-Employed,8.9,24330,581,0,0,Home,41500,36,11.32,Rent,7820,52259,0.569,1
LN100253,49,Female,Married,0,Master's,Self-Employed,23.2,48752,701,0,3,Personal,4000,120,7.83,Own,2661,0,0.213,1
LN100254,21,Male,Married,0,High School,Self-Employed,1.5,20494,518,0,0,Home,41600,24,12.25,Mortgage,664,52285,1.015,0
LN100255,32,Male,Divorced,0,Master's,Self-Employed,3.8,23889,482,0,1,Personal,3800,48,14.93,Own,2644,0,0.092,0
LN100256,51,Female,Single,2,PhD,Self-Employed,19.4,57245,601,0,3,Business,24100,180,12.56,Rent,1411,30193,0.2,1
LN100257,30,Male,Single,1,Master's,Employed,2.4,41580,513,0,3,Home,56800,120,14.29,Rent,15167,60929,0.403,0
LN100258,42,Male,Single,0,Associate,Employed,9.3,23831,557,0,2,Home,20100,48,12.17,Rent,2399,25602,0.411,0
LN100259,46,Female,Married,1,High School,Self-Employed,18.2,30520,577,0,1,Home,42400,60,10.04,Rent,3880,54546,0.337,0
LN100260,27,Male,Married,2,Master's,Employed,6.4,12696,580,0,0,Business,13500,84,12.47,Mortgage,298,12443,0.152,1
LN100261,37,Male,Single,2,Bachelor's,Unemployed,0.0,13884,489,1,3,Medical,1000,12,15.42,Own,219,0,0.464,0
LN100262,18,Male,Widowed,0,High School,Self-Employed,0.0,62095,624,0,2,Business,64300,48,9.46,Mortgage,3824,72471,0.357,1
LN100263,26,Female,Divorced,0,Bachelor's,Self-Employed,3.1,33500,491,0,1,Home,54300,120,12.29,Mortgage,3651,58034,0.213,1
LN100264,35,Female,Widowed,1,Master's,Employed,5.4,47445,509,0,3,Personal,8900,36,12.27,Rent,14323,0,0.195,0
LN100265,24,Female,Single,3,High School,Self-Employed,4.0,20600,533,0,0,Auto,2500,84,11.75,Rent,4287,2341,0.017,1
LN100266,55,Male,Divorced,3,Master's,Employed,20.7,68882,664,0,2,Home,54200,240,10.44,Own,3761,67817,0.172,1
LN100267,22,Female,Single,0,High School,Employed,2.6,36254,451,1,1,Personal,7100,36,14.96,Mortgage,8011,0,0.138,1
LN100268,33,Female,Single,0,Bachelor's,Self-Employed,5.7,20302,567,0,1,Debt Consolidation,7300,120,11.65,Mortgage,1970,0,0.11,0
LN100269,39,Female,Married,1,Master's,Employed,9.9,36424,572,0,4,Auto,9700,48,10.64,Rent,2493,10958,0.229,0
LN100270,53,Female,Married,0,High School,Employed,5.2,14405,523,0,0,Personal,2100,60,10.45,Mortgage,199,0,0.029,0
LN100271,22,Male,Single,3,Bachelor's,Employed,0.6,73539,544,0,0,Personal,4300,48,11.51,Rent,6984,0,0.015,0
LN100272,50,Male,Married,2,Bachelor's,Employed,12.8,38465,566,0,2,Medical,8800,36,10.27,Rent,2564,0,0.165,1
LN100273,38,Male,Married,2,Bachelor's,Employed,7.3,31065,634,0,1,Personal,6100,60,10.08,Mortgage,3724,0,0.157,1
LN100274,27,Male,Single,0,Bachelor's,Employed,3.1,50409,674,0,2,Home,66300,180,9.3,Mortgage,3093,65390,0.227,1
LN100275,43,Female,Single,1,High School,Employed,8.0,19563,532,0,1,Home,29900,12,10.04,Own,910,30519,1.5,0
LN100276,40,Female,Single,0,High School,Self-Employed,7.4,17674,547,0,2,Personal,1500,48,12.79,Rent,1849,0,0.529,0
LN100277,31,Female,Divorced,1,PhD,Retired,8.5,14979,544,1,3,Education,4800,60,15.91,Rent,1681,0,0.566,0
LN100278,38,Male,Single,1,High School,Employed,10.5,49615,609,0,3,Auto,16300,24,8.74,Rent,4182,19149,0.26,1
LN100279,33,Male,Married,0,High School,Employed,3.8,28856,648,0,0,Debt Consolidation,4200,36,9.14,Rent,2946,0,0.049,1
LN100280,39,Male,Single,1,High School,Employed,2.5,17717,524,0,2,Debt Consolidation,5200,48,12.35,Rent,895,0,0.312,1
LN100281,45,Male,Divorced,2,High School,Employed,2.8,80524,619,0,0,Personal,5700,60,9.73,Rent,4723,0,0.014,1
LN100282,55,Male,Single,0,High School,Employed,12.8,34704,580,0,3,Personal,4400,48,13.56,Rent,4932,0,0.289,0
LN100283,24,Female,Married,1,High School,Employed,1.7,15200,462,0,0,Auto,2600,36,14.64,Own,4091,2651,0.057,0
LN100284,61,Male,Married,1,High School,Employed,21.8,77747,686,0,3,Home,50900,180,8.47,Own,9365,65088,0.228,1
LN100285,18,Female,Divorced,0,High School,Employed,0.0,20436,574,0,0,Auto,2400,12,12.47,Mortgage,2219,2425,0.117,1
LN100286,36,Male,Single,2,High School,Employed,3.4,18957,613,0,1,Home,23900,12,11.53,Mortgage,2052,22596,1.318,0
LN100287,44,Female,Married,1,High School,Employed,12.3,24466,509,0,1,Debt Consolidation,8000,60,13.3,Rent,2973,0,0.197,0
LN100288,41,Female,Single,0,Bachelor's,Employed,8.4,47017,602,0,0,Education,20600,24,12.85,Own,421,0,0.219,0
LN100289,31,Male,Divorced,1,Master's,Unemployed,0.0,8661,583,0,3,Home,9300,84,10.24,Rent,4537,11843,1.236,0
LN100290,35,Female,Married,1,Bachelor's,Employed,5.1,97127,631,0,1,Home,180400,120,9.74,Mortgage,1972,221864,0.203,1
LN100291,32,Female,Married,0,Bachelor's,Employed,5.5,31516,594,0,1,Business,17000,24,10.98,Rent,12907,15650,0.376,1
LN100292,31,Female,Married,2,Bachelor's,Employed,5.7,29279,635,0,1,Education,8700,24,11.17,Rent,1107,0,0.205,0
LN100293,47,Male,Single,0,Bachelor's,Employed,6.7,19943,499,0,1,Debt Consolidation,5400,120,13.28,Rent,24486,0,0.166,1
LN100294,41,Male,Single,0,PhD,Unemployed,0.0,13491,594,0,0,Business,11300,60,9.44,Own,334,13703,0.168,0
LN100295,30,Female,Married,1,Bachelor's,Retired,0.6,8000,534,0,1,Personal,1000,360,11.65,Mortgage,472,0,0.516,0
LN100296,47,Female,Divorced,1,High School,Employed,14.4,14551,485,0,1,Medical,1300,180,14.83,Rent,2560,0,0.085,0
LN100297,41,Male,Single,1,Bachelor's,Employed,4.6,43426,446,1,2,Education,15000,60,17.71,Rent,982,0,0.265,0
LN100298,46,Male,Divorced,0,Bachelor's,Retired,22.2,29589,558,0,2,Personal,5300,84,10.48,Rent,9188,0,0.122,1
LN100299,44,Female,Single,1,Bachelor's,Employed,7.3,42787,635,0,0,Personal,6200,24,9.66,Own,177,0,0.072,1
LN100300,28,Male,Divorced,1,Bachelor's,Employed,0.5,32724,557,0,1,Home,54300,360,11.23,Mortgage,2551,63389,0.129,0
LN100301,31,Female,Single,2,Master's,Employed,10.5,32204,562,1,1,Home,40900,120,14.47,Own,685,43414,0.189,1
LN100302,46,Female,Single,1,High School,Employed,12.5,8000,592,0,1,Auto,1700,60,10.59,Mortgage,2356,2060,0.296,1
LN100303,44,Female,Married,0,Bachelor's,Employed,6.9,37506,580,0,3,Education,14000,180,11.31,Rent,1471,0,0.243,1
LN100304,37,Male,Married,0,Master's,Employed,7.2,16530,514,0,3,Home,28800,12,13.81,Rent,4096,31694,1.5,0
LN100305,39,Male,Married,1,Bachelor's,Self-Employed,6.8,19578,612,0,2,Auto,2900,240,10.76,Own,1633,3649,0.169,1
LN100306,52,Male,Married,1,High School,Self-Employed,22.5,34812,502,0,3,Home,69000,12,12.08,Mortgage,563,89639,1.5,0
LN100307,31,Female,Married,3,Master's,Retired,6.2,37762,638,0,3,Auto,11400,24,8.26,Mortgage,2648,11935,0.272,0
LN100308,44,Female,Single,1,Associate,Employed,12.1,40734,493,0,3,Auto,13000,12,14.37,Rent,886,15335,0.609,0
LN100309,35,Female,Single,1,Master's,Unemployed,0.0,8000,517,0,1,Personal,1000,84,13.58,Rent,219,0,0.182,0
LN100310,35,Female,Single,1,Bachelor's,Employed,4.7,30358,488,0,0,Home,50200,84,12.4,Mortgage,279,53123,0.236,0
LN100311,50,Male,Married,0,Bachelor's,Employed,5.9,38647,534,0,2,Home,78000,180,11.52,Rent,3322,78291,0.268,0
LN100312,47,Male,Married,0,Bachelor's,Employed,15.3,41446,531,0,2,Medical,4700,12,14.31,Mortgage,1384,0,0.271,1
LN100313,46,Female,Married,0,Master's,Employed,2.6,44367,616,0,2,Personal,8200,12,9.82,Own,4151,0,0.351,1
LN100314,52,Male,Married,1,Master's,Self-Employed,18.4,30647,577,0,1,Education,14600,84,12.47,Rent,5004,0,0.142,1
LN100315,38,Male,Single,2,High School,Employed,7.5,17331,570,0,1,Business,16500,60,10.65,Rent,423,17997,0.455,1
LN100316,45,Male,Married,2,Master's,Unemployed,0.0,13185,474,0,2,Home,8500,12,12.16,Own,1385,9589,1.253,0
LN100317,34,Male,Single,3,Master's,Self-Employed,7.0,69305,557,0,0,Auto,22000,48,11.91,Mortgage,1553,20997,0.079,1
LN100318,41,Male,Married,0,Bachelor's,Employed,11.7,43436,633,0,0,Education,9600,180,8.28,Own,3438,0,0.015,1
LN100319,36,Female,Single,1,High School,Employed,8.0,27463,580,0,1,Business,8900,48,11.18,Mortgage,3275,8824,0.147,1
LN100320,39,Female,Married,2,Bachelor's,Employed,5.5,110703,557,0,1,Home,101300,48,12.06,Own,4723,102256,0.239,1
LN100321,44,Female,Married,1,Bachelor's,Self-Employed,11.5,85563,592,0,1,Debt Consolidation,12200,120,10.31,Own,10339,0,0.036,1
LN100322,28,Female,Married,1,Master's,Employed,4.8,35330,571,0,1,Auto,12100,36,11.38,Rent,11139,13679,0.198,1
LN100323,61,Female,Married,1,Bachelor's,Employed,14.7,113639,749,0,0,Debt Consolidation,19500,60,8.41,Mortgage,22368,0,0.034,1
LN100324,26,Female,Single,0,High School,Employed,0.6,36036,615,0,3,Personal,5100,360,11.45,Mortgage,2824,0,0.272,0
LN100325,24,Male,Single,0,PhD,Employed,4.7,133379,746,0,2,Education,57600,24,6.72,Rent,3998,0,0.233,1
LN100326,50,Female,Married,2,Bachelor's,Self-Employed,14.8,60071,630,0,1,Personal,6700,84,8.11,Own,2790,0,0.074,1
LN100327,46,Male,Divorced,2,High School,Employed,23.6,18786,569,0,0,Education,6900,60,12.28,Rent,2209,0,0.073,1
LN100328,44,Male,Married,1,Master's,Unemployed,0.0,15204,587,0,3,Auto,3200,240,11.58,Own,424,3476,0.396,1
LN100329,44,Male,Single,0,Master's,Employed,7.1,36599,678,0,2,Personal,4000,24,11.44,Rent,29256,0,0.299,1
LN100330,37,Male,Married,0,High School,Employed,9.1,38302,519,0,3,Auto,10100,360,11.2,Rent,8859,11259,0.093,1
LN100331,28,Male,Married,1,Associate,Employed,2.4,12140,444,0,4,Debt Consolidation,1400,60,15.04,Rent,428,0,1.5,0
LN100332,38,Male,Married,1,Bachelor's,Employed,3.1,43350,453,0,0,Education,11900,84,12.63,Rent,2013,0,0.039,1
LN100333,30,Male,Divorced,0,Associate,Employed,4.8,34783,654,0,3,Auto,3900,48,10.67,Own,7458,4932,0.283,1
LN100334,48,Female,Married,2,Bachelor's,Self-Employed,7.5,71736,647,0,5,Education,25600,84,9.65,Mortgage,7327,0,0.19,1
LN100335,36,Female,Single,2,Bachelor's,Employed,5.0,60934,598,0,2,Education,25500,24,11.13,Rent,10000,0,0.28,1
LN100336,28,Female,Single,0,Bachelor's,Employed,0.5,27492,516,0,2,Personal,3400,24,14.92,Rent,49830,0,0.187,1
LN100337,34,Male,Married,0,Associate,Employed,9.9,21809,599,0,0,Auto,4900,60,10.62,Mortgage,4389,5257,0.045,1
LN100338,42,Male,Married,3,Bachelor's,Employed,18.0,28302,603,0,1,Education,10400,84,10.32,Mortgage,5808,0,0.19,1
LN100339,31,Female,Single,1,High School,Retired,10.4,13893,550,0,2,Personal,1700,24,11.71,Rent,470,0,0.228,1
LN100340,28,Male,Widowed,0,Master's,Employed,2.5,39443,510,1,3,Education,6700,120,15.6,Mortgage,1150,0,0.325,0
LN100341,40,Female,Single,0,High School,Retired,2.4,25281,522,0,2,Auto,6900,240,12.23,Rent,3234,6844,0.336,1
LN100342,40,Female,Married,3,PhD,Employed,8.0,19051,606,0,1,Home,34400,84,10.04,Own,3006,32608,0.476,0
LN100343,32,Female,Single,1,High School,Unemployed,0.0,8000,527,0,1,Education,1600,240,12.41,Mortgage,258,0,0.199,0
LN100344,32,Female,Divorced,1,Bachelor's,Employed,1.6,16013,623,0,2,Business,8100,48,11.07,Rent,859,7642,0.442,0
LN100345,40,Male,Married,2,Master's,Employed,3.3,41621,621,0,0,Auto,14900,360,9.95,Rent,2554,15198,0.012,1
LN100346,22,Male,Single,2,Bachelor's,Employed,0.3,47340,523,0,4,Education,18600,180,12.9,Mortgage,1786,0,0.244,1
LN100347,22,Female,Divorced,1,Master's,Employed,2.8,53861,543,0,1,Auto,5600,48,12.9,Rent,7386,5289,0.079,0
LN100348,30,Male,Single,2,Bachelor's,Retired,4.0,13589,599,0,2,Personal,2700,120,11.34,Mortgage,836,0,0.44,0
LN100349,35,Male,Married,1,Bachelor's,Employed,7.7,61860,650,0,0,Auto,18200,48,9.82,Rent,8458,22580,0.074,1
LN100350,41,Male,Married,0,Bachelor's,Self-Employed,21.6,81234,637,0,2,Auto,24500,36,9.63,Rent,5425,30415,0.189,1
LN100351,54,Male,Married,2,High School,Employed,14.6,38770,534,0,1,Auto,7200,24,13.07,Own,1004,8440,0.214,1
LN100352,47,Male,Divorced,0,Bachelor's,Self-Employed,8.3,30092,556,1,1,Debt Consolidation,7800,24,14.81,Mortgage,1141,0,0.275,0
LN100353,36,Male,Divorced,1,Bachelor's,Employed,8.6,36926,521,0,1,Home,22700,84,11.45,Mortgage,6433,22090,0.152,1
LN100354,37,Female,Widowed,0,Bachelor's,Employed,5.8,63039,667,0,1,Personal,9600,240,10.27,Mortgage,1003,0,0.073,1
LN100355,26,Female,Single,0,Associate,Employed,2.6,26875,558,0,1,Personal,4400,120,11.48,Mortgage,1233,0,0.152,0
LN100356,37,Female,Single,2,High School,Employed,8.6,26158,550,0,1,Auto,6500,12,10.05,Mortgage,4404,8127,0.319,0
LN100357,34,Female,Married,1,PhD,Employed,2.9,64322,545,0,2,Medical,13700,48,11.06,Mortgage,138508,0,0.11,1
LN100358,41,Male,Married,1,Associate,Employed,4.3,25230,440,1,1,Personal,4900,36,16.31,Own,568,0,0.223,0
LN100359,28,Male,Married,0,Master's,Employed,2.1,33655,531,0,3,Home,38400,36,14.47,Own,2641,35447,0.588,0
LN100360,43,Male,Single,1,High School,Employed,14.4,32165,580,0,2,Auto,7100,36,10.52,Mortgage,4778,9172,0.148,1
LN100361,54,Female,Divorced,0,PhD,Retired,18.4,57044,558,0,2,Personal,9600,180,10.56,Mortgage,2279,0,0.047,1
LN100362,36,Female,Widowed,2,High School,Retired,8.6,8000,594,0,2,Auto,1600,36,11.63,Mortgage,432,1460,0.484,0
LN100363,42,Male,Married,1,Bachelor's,Employed,16.1,38996,521,0,0,Medical,2500,60,14.47,Mortgage,3292,0,0.013,1
LN100364,45,Male,Single,2,Associate,Employed,0.8,16396,557,0,1,Personal,1600,36,13.74,Rent,3062,0,0.192,0
LN100365,33,Female,Single,1,Bachelor's,Retired,6.8,23273,587,0,1,Home,23100,36,10.94,Mortgage,757,22592,0.424,1
LN100366,40,Female,Single,1,Bachelor's,Employed,7.3,75547,584,1,2,Education,29900,36,11.73,Own,2604,0,0.172,1
LN100367,38,Female,Married,0,Bachelor's,Retired,1.4,30361,497,0,1,Debt Consolidation,4300,84,12.44,Rent,1449,0,0.096,0
LN100368,39,Male,Divorced,0,Bachelor's,Employed,18.1,36799,579,0,2,Education,7600,180,10.84,Rent,5580,0,0.146,1
LN100369,29,Male,Single,0,Bachelor's,Unemployed,0.0,26697,488,1,4,Business,11900,48,14.44,Mortgage,6987,13354,0.492,0
LN100370,38,Female,Married,0,Associate,Employed,1.0,10707,534,0,0,Business,3500,48,12.93,Own,601,4517,0.082,1
LN100371,43,Female,Married,0,Bachelor's,Self-Employed,13.7,30197,592,0,3,Home,17200,48,14.21,Own,3593,20691,0.353,1
LN100372,53,Female,Single,0,High School,Employed,23.4,29979,592,0,2,Education,13400,48,9.21,Own,1006,0,0.272,1
LN100373,48,Female,Married,0,High School,Employed,13.6,14669,525,0,0,Home,18200,24,12.95,Rent,1434,17901,0.62,0
LN100374,61,Female,Married,1,High School,Self-Employed,14.4,12175,541,0,1,Personal,1300,36,11.37,Rent,590,0,0.193,0
LN100375,29,Female,Divorced,0,High School,Employed,3.2,40266,646,0,0,Auto,11300,36,7.8,Rent,3225,11608,0.094,1
LN100376,47,Male,Married,4,High School,Employed,19.3,64153,696,0,1,Personal,4400,84,10.31,Own,17696,0,0.028,1
LN100377,40,Male,Married,1,Bachelor's,Unemployed,0.0,8000,522,1,4,Home,6300,120,14.44,Rent,1176,6317,1.5,0
LN100378,62,Female,Single,1,High School,Employed,23.5,96367,612,0,6,Home,113200,60,10.18,Mortgage,1110,130147,0.305,0
LN100379,29,Male,Single,1,Bachelor's,Employed,4.1,9517,534,0,1,Education,3800,36,15.1,Mortgage,288,0,0.539,0
LN100380,28,Female,Single,3,High School,Employed,1.2,24047,478,0,4,Medical,4000,60,13.02,Own,5398,0,0.255,0
LN100381,31,Female,Single,1,Associate,Employed,9.2,15706,516,0,3,Medical,2800,360,14.02,Mortgage,926,0,0.204,1
LN100382,18,Female,Single,0,Bachelor's,Employed,0.0,33737,593,0,1,Debt Consolidation,4800,240,10.76,Own,11904,0,0.1,0
LN100383,32,Male,Single,1,High School,Employed,9.0,25263,621,0,2,Home,26900,180,10.36,Rent,1399,25754,0.3,0
LN100384,29,Male,Married,2,Master's,Self-Employed,3.0,44184,626,0,1,Auto,6900,36,10.02,Own,650,6314,0.141,1
LN100385,39,Female,Married,2,Bachelor's,Self-Employed,5.3,18788,474,1,0,Home,18200,24,17.16,Mortgage,1399,19470,0.484,0
LN100386,41,Female,Single,3,Master's,Employed,12.2,51875,607,0,0,Auto,11500,36,12.14,Own,2659,14471,0.074,1
LN100387,58,Female,Single,2,Bachelor's,Employed,13.2,38809,605,0,2,Personal,6400,120,12.45,Own,1396,0,0.219,1
LN100388,48,Male,Married,0,Bachelor's,Employed,8.6,41922,546,0,1,Auto,8000,180,13.99,Mortgage,1519,8530,0.107,0
LN100389,31,Male,Single,0,Bachelor's,Employed,7.7,16468,617,0,1,Medical,2100,60,13.16,Own,411,0,0.228,1
LN100390,28,Female,Married,1,Bachelor's,Employed,3.9,75307,706,0,0,Home,46400,12,7.82,Own,7037,57586,0.616,1
LN100391,43,Female,Married,2,Bachelor's,Unemployed,0.0,8000,524,0,0,Business,6400,48,12.75,Own,1435,7445,0.2,0
LN100392,23,Female,Single,1,Bachelor's,Unemployed,0.0,10425,616,0,3,Education,2800,48,11.0,Own,431,0,1.308,0
LN100393,58,Male,Single,1,Master's,Employed,2.7,58717,523,1,2,Home,104800,24,16.03,Rent,7077,120965,1.037,0
LN100394,50,Male,Single,1,Bachelor's,Employed,4.4,47864,565,0,2,Education,13200,84,9.93,Own,3231,0,0.22,0
LN100395,32,Male,Single,1,Master's,Employed,6.9,25213,566,0,2,Home,13700,240,11.52,Rent,2138,14172,0.365,0
LN100396,19,Female,Divorced,1,Master's,Employed,0.3,14589,626,0,1,Education,5200,24,9.33,Own,1744,0,0.269,1
LN100397,52,Female,Single,0,Master's,Employed,10.4,121164,563,0,2,Personal,23600,360,12.53,Mortgage,11570,0,0.031,1
LN100398,36,Male,Married,1,Bachelor's,Employed,7.2,68853,684,0,1,Home,111900,36,8.11,Mortgage,10457,128612,0.6,0
